Year,Team Number,City,State,Country,Team Name,latitude,longitude
2014,5186,Antioch,Tennessee,USA,5186: Cybears,35.7897987,-88.9741974
2014,5188,Terre Haute,Indiana,USA,5188: Area 5188 : Classified Robotics,39.4664917,-87.4132309
2014,5189,Kansas City,Kansas,USA,5189: SABRE,39.1135216,-94.6268234
2014,5190,Cary,North Carolina,USA,5190: Green Hope Falcons,35.7897491,-78.7811584
2014,5193,Saginaw,Michigan,USA,5193: Pantheon,43.4191818,-83.9466705
2014,5194,Gobles,Michigan,USA,5194: Gobles Voltage,42.3620186,-85.8789597
2014,5196,Parkland,Florida,USA,5196: Breaking Bot,26.3162403,-80.2513428
2014,5197,Detroit,Michigan,USA,5197: DCP @ NW,42.3316803,-83.0479965
2014,5198,Grants Pass,Oregon,USA,5198: Knight Tech,42.4432106,-123.3246384
2014,5199,Dana Point,California,USA,5199: Robot Dolphins From Outer Space,33.4799805,-117.6976395
2014,5200,Whiteriver,Arizona,USA,5200: Alchesay Falcon,33.8348618,-109.9649277
2014,5201,North Branch,Michigan,USA,5201: Bronco Bots,43.2293701,-83.1951523
2014,5202,New Rochelle,New York,USA,5202: NewRo Bots,40.9197006,-73.7867966
2014,5203,Sanford,Michigan,USA,5203: Volatile Chaos Inhibitors,43.6730499,-84.3830795
2014,5204,Three Rivers,Michigan,USA,5204: Robocats,41.9426613,-85.6363983
2014,5205,Concord,Michigan,USA,5205: CHS FullMetal-Jackets,42.1856804,-84.6519699
2014,5207,Coolidge,Arizona,USA,5207: Bearcepticons,32.9776192,-111.5170288
2014,5209,San Diego,California,USA,5209: Rectify,32.7156906,-117.1617203
2014,5212,Denton,Texas,USA,5212: TAMSformers Robotics,33.2165604,-97.1309814
2014,5213,St. Ignace,Michigan,USA,5213: St. Ignace SHIELD,45.8671303,-84.7218475
2014,5214,Saint Clair Shores,Michigan,USA,5214: The Mighty CavBots,42.4953194,-82.8889084
2014,5215,Frankenmuth,Michigan,USA,5215: Steagles,43.3358612,-83.7406235
2014,5216,Essexville,Michigan,USA,5216: E-Ville Empire,43.6159592,-83.8376999
2014,5217,Dearborn,Michigan,USA,5217: Robocats,42.3220901,-83.176239
2014,5219,East Point,Georgia,USA,5219: TeknoSquad,33.6794395,-84.4418106
2014,5222,Saginaw,Michigan,USA,5222: JackBotics,43.4191818,-83.9466705
2014,5224,Standish,Michigan,USA,5224: Panther Power,43.9827118,-83.9601288
2014,5225,Eastpointe,Michigan,USA,5225: The Shambotz,42.4682312,-82.9554214
2014,5226,Flint,Michigan,USA,5226: Syn. Surgers,43.0114403,-83.6867905
2014,5227,Schoolcraft,Michigan,USA,5227: Eagle Elite,42.1140785,-85.6176071
2014,5229,Saginaw,Michigan,USA,5229: Heritage Hawkbots,43.4191818,-83.9466705
2014,5230,Alpena,Michigan,USA,5230: The Resistance,45.0615616,-83.4451523
2014,5231,Shepherd,Michigan,USA,5231: Radical Jays,43.5242805,-84.6937408
2014,5232,Hermantown,Minnesota,USA,5232: Talons,46.7786484,-92.2116318
2014,5234,Elsie,Michigan,USA,5234: MarauderBots,43.0881615,-84.3871918
2014,5235,Chesaning,Michigan,USA,5235: Gears of Fortune,43.186161,-84.1275635
2014,5236,Cambridge,New York,USA,5236: Man O' War Robotics,42.994339,-73.4563675
2014,5238,Otisville,Michigan,USA,5238: Falconators,43.1665993,-83.5245209
2014,5239,Harper Woods,Michigan,USA,5239: Harper Woods Pioneers,42.4330902,-82.9234009
2014,5240,Potsdam,New York,USA,5240: Udder Chaos,44.6698608,-74.9858932
2014,5241,San Antonio,Texas,USA,5241: Tribe-Borgs,29.4245796,-98.4946136
2014,5242,Dallas,Texas,USA,5242: RoboCats,32.7781487,-96.7954025
2014,5243,Centreville,Virginia,USA,5243: Centreville Robotics,38.83741,-77.4432678
2014,5246,Hartford,Michigan,USA,5246: Tech Tribe,42.2316208,-86.1669464
2014,5247,East Jordan,Michigan,USA,5247: Red Devil Robotics,45.1541786,-85.1268234
2014,5248,Hastings,Michigan,USA,5248: Robo-Saxons,42.6827812,-85.2465363
2014,5250,SACRAMENTO,California,USA,5250: Kinetic,38.5793304,-121.4908981
2014,5251,Flint,Michigan,USA,5251: WAYbots,43.0114403,-83.6867905
2014,5253,Bigfork,Minnesota,USA,5253: Bigfork Backwoods Bots,47.7471313,-93.6550217
2014,5254,Trumansburg,New York,USA,5254: HYPE,42.5420914,-76.6644821
2014,5255,Muskegon Heights,Michigan,USA,5255: Robotic Tigers,43.2024612,-86.2422028
2014,5256,Lake Odessa,Michigan,USA,5256: Atomic Vikings,42.7775497,-85.1387711
2014,5257,Coleman,Michigan,USA,5257: CometKaze,43.7573814,-84.5884705
2014,5260,Owosso,Michigan,USA,5260: Owosso Operating System,42.9975815,-84.1762466
2014,5261,Humble,Texas,USA,5261: Cyber Shock,30.0001793,-95.2686234
2014,5263,Riverview,Michigan,USA,5263: Robo-Bucs,42.17733,-83.1956406
2014,5265,Portland,Maine,USA,5265: Radical Impact,43.6591415,-70.2566528
2014,5268,Olathe,Kansas,USA,5268: The Bio-Mech Falcons,38.8835297,-94.8188705
2014,5271,Saint Paul,Minnesota,USA,5271: Open Circuits,44.943821,-93.0933228
2014,5273,Kuseyfe,HaDarom (Southern),Israel,5273: desert robot,30.8427124,34.8669205
2014,5274,Sacramento,California,USA,5274: Wolverines,38.5793304,-121.4908981
2014,5275,New Prague,Minnesota,USA,5275: T.I.M.E.-Bots,44.5442085,-93.5774307
2014,5276,Land O Lakes,Florida,USA,5276: Edgar Allan Ohms,28.2232704,-82.45755
2014,5278,Minneapolis,Minnesota,USA,5278: Los Clasicos,44.9790306,-93.2649307
2014,5279,Altavista,Virginia,USA,5279: Bionic Eagles,37.109169,-79.2891617
2014,5282,Durand,Michigan,USA,5282: Railroaders,42.9123306,-83.9867706
2014,5283,Tampa,Florida,USA,5283: Torque Team,27.9465294,-82.4592667
2014,5285,Palos Verdes Estates,California,USA,5285: Sea Kings Robotics,33.8000298,-118.3918686
2014,5288,London,Ontario,Canada,5288: The Spartans,42.9868889,-81.2462082
2014,5290,Forest Lake,Minnesota,USA,5290: Mechanical Howl,45.2819099,-92.9841995
2014,5291,Eilat,HaDarom (Southern),Israel,5291: Emperius,29.5560665,34.9508934
2014,5293,Duluth,Georgia,USA,5293: Metal Crusaders,34.0036507,-84.14534
2014,5295,Shelton,Washington,USA,5295: Aldernating Current,47.2124481,-123.1055374
2014,5297,Guangzhou,Guangdong,China,5297: BOLTZAP,23.1133709,113.2552338
2014,5298,Long Island City,New York,USA,5298: E-TECH CHARGERS,40.7623672,-73.9244385
2014,5299,Red Wing,Minnesota,USA,5299: Winger Tech,44.5665817,-92.5343475
2014,5306,CHONGQING,Chongqing,China,5306: R2,29.5509491,106.5193481
2014,5307,SHEN ZHEN,Guangdong,China,5307: Mechanical Dragon,22.5562191,114.1187897
2014,5308,Wuhan,Hubei,China,5308: Wuhan Yangtze,30.6123295,114.3058014
2014,5310,East Orange,New Jersey,USA,5310: Eagles Apex,40.7609901,-74.2099075
2014,5312,Torreon,Coahuila,Mexico,5312: Lobotics,25.5249996,-103.3170013
2014,5314,Pellston,Michigan,USA,5314: Ice Bots,45.5517311,-84.7844772
2014,5316,SARANAC,Michigan,USA,5316: The Architects,42.931221,-85.2119217
2014,5317,Blythewood,South Carolina,USA,5317: Redhawks,34.2147217,-80.9737396
2014,5318,Lead,South Dakota,USA,5318: DigiDigger,44.3512802,-103.7720108
2014,5324,Haliburton,Ontario,Canada,5324: Hawks,45.0466995,-78.5087967
2014,5325,Marrero,Louisiana,USA,5325: Hurricanes,29.90275,-90.1097183
2014,5326,St. Louis,Missouri,USA,5326: Optimus PRIN,38.6277504,-90.1995621
2014,5327,Winnsboro,South Carolina,USA,5327: Griffin Robotics,34.3796196,-81.0861664
2014,5329,Miami,Florida,USA,5329: S(A^3)S,25.7748108,-80.197731
2014,5331,Sydney,New South Wales,Australia,5331: Lightning Bots,-33.8740005,151.2030029
2014,5332,Decatur,Georgia,USA,5332: Toaster Tech,33.7742615,-84.2965927
2014,5333,Perth,Western Australia,Australia,5333: Can't C#,-31.9470997,115.8659973
2014,5336,Suwanee,Georgia,USA,5336: Longhorn,34.056881,-84.0653305
2014,5338,Leesburg,Virginia,USA,5338: RoboLoCo,39.1156693,-77.5653
2014,5339,Houston,Minnesota,USA,5339: Hurricanes,43.7632217,-91.5692215
2014,5340,Minneapolis,Minnesota,USA,5340: FAIRBotics,44.9790306,-93.2649307
2014,5344,Benito Juarez,Distrito Federal,Mexico,5344: STEEL-ROBID,19.381321,-99.163147
2014,5347,Weston,Massachusetts,USA,5347: Gryphons,42.3690186,-71.2987671
2014,5348,Cokato,Minnesota,USA,5348: The Dwarvin Engineers,45.0800018,-94.1917725
2014,5350,chicago,Illinois,USA,5350: Hope Robotics,41.8842506,-87.6324463
2015,5400,Worcester,Massachusetts,USA,5400: WARP,42.2634087,-71.8021927
2015,5401,Bensalem,Pennsylvania,USA,5401: Fightin' Robotic Owls,40.1106186,-74.9439392
2015,5402,Walton,Indiana,USA,5402: Iron Kings,40.6637917,-86.2412109
2015,5403,Bedford,Indiana,USA,5403: Aluminosity,38.8610191,-86.4894028
2015,5404,Lansdale,Pennsylvania,USA,5404: Gearaffes,40.2405815,-75.2853088
2015,5406,Hamilton,Ontario,Canada,5406: Celt-X,43.2354012,-79.8880005
2015,5407,Conshohocken,Pennsylvania,USA,5407: Wolfpack Robotics,40.0792885,-75.3009491
2015,5408,Windsor,Ontario,Canada,5408: KENNEDYcache,42.3153,-83.0157013
2015,5409,Oakville,Ontario,Canada,5409: Chargers,43.4813995,-79.626503
2015,5410,Coconut Creek,Florida,USA,5410: Eaglebotics,26.2596397,-80.1876297
2015,5411,Prosper,Texas,USA,5411: PowerEagle,33.2361488,-96.8024902
2015,5412,Groningen,Groningen,Netherlands,5412: Impossible Robotics,53.2486,6.58219
2015,5413,Mansfield,Ohio,USA,5413: Stellar Robotics,40.7585106,-82.514801
2015,5414,Pearland,Texas,USA,5414: Pearadox,29.55093,-95.2568665
2015,5416,Katy,Texas,USA,5416: TaRDIS,29.7674007,-95.8287964
2015,5417,Allen,Texas,USA,5417: Eagle Robotics,33.1001511,-96.6744919
2015,5418,Hubbard,Ohio,USA,5418: The Sonic Screwdrivers,41.1563988,-80.5733719
2015,5420,Bridgeton,New Jersey,USA,5420: Velocity,39.4294701,-75.2340622
2015,5421,New York,New York,USA,5421: Birch Bots,40.7820015,-73.8317032
2015,5422,Westford,Massachusetts,USA,5422: Stormgears FRC,42.5826607,-71.437088
2015,5423,Madisonville,Kentucky,USA,5423: HopCo  Robo,37.3278618,-87.4989014
2015,5424,Midland,Michigan,USA,5424: Rogue Robots,43.6170807,-84.2450638
2015,5426,Windsor,Ontario,Canada,5426: E.J. Lajeunesse,42.3153,-83.0157013
2015,5427,Katy,Texas,USA,5427: Steel Talons or Tompkins Robotics,29.7674007,-95.8287964
2015,5428,Markham,Ontario,Canada,5428: Breaking Bots,43.9023018,-79.245697
2015,5429,Las Vegas,Nevada,USA,5429: Black Knights,36.1719093,-115.1399689
2015,5430,Pittsburg,California,USA,5430: Pirate Robolution,38.0194588,-121.8885117
2015,5431,Plano,Texas,USA,5431: Titan Robotics,33.0207901,-96.6992493
2015,5432,Wilmington,California,USA,5432: AutoPilots,33.7821045,-118.2555695
2015,5433,Webster,New York,USA,5433: Blinding Light,43.2088699,-77.4596176
2015,5434,Faribault,Minnesota,USA,5434: Falcon Robotics,44.2946892,-93.2753906
2015,5436,Rochester Hills,Michigan,USA,5436: Cyber Cats,42.6648102,-83.1604919
2015,5437,Booneville,Arkansas,USA,5437: Rocky Balboabots,35.1402206,-93.9225006
2015,5438,Jersey City,New Jersey,USA,5438: Technological Terrors,40.7174797,-74.0438538
2015,5439,QuTbec,QuTbec,Canada,5439: Huskies,46.8123016,-71.2221985
2015,5440,QuTbec,QuTbec,Canada,5440: Les Chevaliers FIRST,46.8123016,-71.2221985
2015,5442,Washington,Illinois,USA,5442: Mechanical Monarchy,40.7034416,-89.405571
2015,5443,MontrTal,QuTbec,Canada,5443: Les PATenteux,45.5172005,-73.5498962
2015,5444,Trois-RiviFres,QuTbec,Canada,5444: VObotik,46.3572006,-72.5822983
2015,5445,Kunming,Yunnan,China,5445: Rushing Peacock,25.0645294,102.6987686
2015,5446,Apex,North Carolina,USA,5446: Pink Detectives,35.7326202,-78.8531876
2015,5447,Sebewaing,Michigan,USA,5447: Team Robotica,43.7322006,-83.4511032
2015,5448,Big Rapids,Michigan,USA,5448: CC Automationeers,43.6983185,-85.4808273
2015,5449,Beijing,Beijing,China,5449: Prototype,39.9065704,116.3876495
2015,5450,St. Helens,Oregon,USA,5450: St. Helens Robotics and Engineering Club (SHREC),45.8637314,-122.7974014
2015,5452,quanzhou,Fujian,China,5452: Aurora Robot,24.9119701,118.5805206
2015,5453,Shenzhen,Guangdong,China,5453: RED COMET,22.5562191,114.1187897
2015,5454,Rogers,Arkansas,USA,5454: Wild Fire,36.3334808,-94.1247101
2015,5457,Burlington,New Jersey,USA,5457: Falcobots,40.0669289,-74.8274918
2015,5458,Woodland,California,USA,5458: Digital Minds,38.6784286,-121.7731171
2015,5459,ipswich,Massachusetts,USA,5459: Ipswich TIGERS (Technologically Inclined Group of Engineering Robotics Students),42.6795502,-70.8383102
2015,5460,Lapeer,Michigan,USA,5460: Strike Zone,43.0286903,-83.3228226
2015,5461,Boise,Idaho,USA,5461: V.E.R.N.,43.6069794,-116.1934128
2015,5462,Paw Paw,Michigan,USA,5462: 2PawR (2 Paw Robotics),42.2171783,-85.8909912
2015,5464,Cambridge,Minnesota,USA,5464: Bluejacket Robotics,45.5726509,-93.224762
2015,5465,Chandler,Arizona,USA,5465: Binary Bots,33.3033791,-111.8408279
2015,5467,Dearborn,Michigan,USA,5467: RoboTractors,42.3220901,-83.176239
2015,5468,Bend,Oregon,USA,5468: Retro-bots,44.0573883,-121.3158112
2015,5470,Coopersville,Michigan,USA,5470: Broncos,43.0740013,-85.9271393
2015,5471,Winthrop,Maine,USA,5471: W.Hi.R.R.,44.3070183,-69.9724884
2015,5472,Delray Beach,Florida,USA,5472: Stallions,26.4643593,-80.0741806
2015,5473,Grand Rapids,Michigan,USA,5473: Team Spitfire.,42.9664116,-85.6711807
2015,5474,San Diego,California,USA,5474: clairemonster,32.7156906,-117.1617203
2015,5475,Phoenix,Arizona,USA,5475: Thunder,33.4482498,-112.075798
2015,5476,Galena,Missouri,USA,5476: Y Bridge 4H,36.8061218,-93.4672699
2015,5477,Vista,California,USA,5477: NuBotX - Nubotics STEAMPunk,33.2020302,-117.233963
2015,5478,Detroit,Michigan,USA,5478: Pershing Doughbots,42.3316803,-83.0479965
2015,5479,St. Louis,Missouri,USA,5479: Cafe Bot,38.6277504,-90.1995621
2015,5480,Reno,Nevada,USA,5480: FYRE,39.5273819,-119.8134384
2015,5482,Atlanta,Georgia,USA,5482: Roarbotics,33.7483101,-84.3911133
2015,5483,London,Ontario,Canada,5483: GD-BOT,42.9868889,-81.2462082
2015,5484,South Bend,Indiana,USA,5484: Memento Vitam,41.6790504,-86.2540436
2015,5485,Denver,Colorado,USA,5485: Manual T-Bots,39.7400093,-104.9923019
2015,5486,Lake Linden,Michigan,USA,5486: Robotic Turmoil,47.1982193,-88.4080276
2015,5487,Caro,Michigan,USA,5487: Tiger Robotics,43.4887009,-83.396759
2015,5489,Twin Falls,Idaho,USA,5489: CSI Golden Eagle Robotics,42.5561905,-114.4695969
2015,5490,Bethlehem,Pennsylvania,USA,5490: The Dark Byte,40.6310196,-75.3777771
2015,5491,Winchendon,Massachusetts,USA,5491: Cognitive Hazard,42.6838493,-72.046402
2015,5492,Louisville,Kentucky,USA,5492: Winner's Circle Robo Jockeys,38.2548599,-85.7664032
2015,5493,Englewood,Colorado,USA,5493: SMAbotics AG,39.6546211,-104.9935608
2015,5494,Holbrook,Massachusetts,USA,5494: Bizarbots Robotics,42.1560593,-71.0086594
2015,5495,Snohomish,Washington,USA,5495: Aluminati,47.9123993,-122.0930634
2015,5496,Vacaville,California,USA,5496: Robo Knights,38.3515282,-121.9932632
2015,5498,Grosse Ile,Michigan,USA,5498: Wired Devils,42.1076317,-83.161438
2015,5499,Berkeley,California,USA,5499: Berkeley High Robotics,37.8698807,-122.2705383
2015,5500,Long Beach,California,USA,5500: Jaguars Robotics & ROVs,33.7667198,-118.1923981
2015,5501,Burr Oak,Michigan,USA,5501: Bobcats,41.8442383,-85.3184509
2015,5502,Jonesville,Michigan,USA,5502: Cobrots,41.9835396,-84.6625671
2015,5503,Smithville,Texas,USA,5503: Smithville Tiger Trons,30.0086803,-97.1600494
2015,5504,Pinconning,Michigan,USA,5504: The Loose Connections,43.8535995,-83.9649963
2015,5505,Alpena,Michigan,USA,5505: V2 Robotics,45.0615616,-83.4451523
2015,5506,Searsport,Maine,USA,5506: Viking Landers,44.4570198,-68.9257507
2015,5507,San Francisco,California,USA,5507: Robotic Eagles,37.7771187,-122.4196396
2015,5508,Knoxville,Tennessee,USA,5508: Career Magnet Academy,35.9604912,-83.9209137
2015,5509,Midland,Michigan,USA,5509: Like a Boss.,43.6170807,-84.2450638
2015,5510,Los Angeles,California,USA,5510: The Da Vinci Coders,34.0534897,-118.2453232
2015,5511,Cary,North Carolina,USA,5511: Cortechs Robotics,35.7897491,-78.7811584
2015,5512,Recoleta,Regi=n Metropolitana de Santiago,Chile,5512: Da.Evil.Bots,-33.4026985,-70.6377029
2015,5514,Carlsbad,California,USA,5514: MavBots,33.1658783,-117.3382187
2015,5515,Shanghai,Shanghai,China,5515: Blue Power Robotics,31.2551594,121.4747009
2015,5516,Shenzhen,Guangdong,China,5516: Iron Maple,22.5562191,114.1187897
2015,5517,Burton,Michigan,USA,5517: District 5517 The Engineers on Fire,42.9684715,-83.6330795
2015,5518,Apex,North Carolina,USA,5518: Techno Wolves,35.7326202,-78.8531876
2015,5519,Brampton,Ontario,Canada,5519: LASS Robotics,43.770401,-79.6707993
2015,5522,Shenzhen,Guangdong,China,5522: Stargazer,22.5562191,114.1187897
2015,5523,Grass Lake,Michigan,USA,5523: RoboWarriors,42.2519913,-84.2073898
2015,5524,Birch Run,Michigan,USA,5524: MacroProcessors,43.2501907,-83.7817001
2015,5525,Lincoln,Michigan,USA,5525: Tool Cats,44.6816902,-83.4124527
2015,5526,Torreon,Coahuila,Mexico,5526: tCATs,25.5249996,-103.3170013
2015,5527,Flint,Michigan,USA,5527: Cyber Phoenix,43.0114403,-83.6867905
2015,5528,Trois-RiviFres,QuTbec,Canada,5528: Ultime,46.3572006,-72.5822983
2015,5530,Ann Arbor,Michigan,USA,5530: The Lawnmowers,42.2821007,-83.7484665
2015,5531,Dearborn,Michigan,USA,5531: Orange Crush,42.3220901,-83.176239
2015,5532,Detroit,Michigan,USA,5532: The G.O.A.T.S,42.3316803,-83.0479965
2015,5533,Clio,Michigan,USA,5533: Electric Horse Power,43.1774216,-83.7403412
2015,5534,Onaway,Michigan,USA,5534: Onaway Onabots,45.3576584,-84.2272186
2015,5535,New Buffalo,Michigan,USA,5535: Bionic Bison,41.7938995,-86.7438965
2015,5536,Albany,Georgia,USA,5536: TITANS,31.580759,-84.1560135
2015,5538,Saginaw,Michigan,USA,5538: Vikingbots,43.4191818,-83.9466705
2015,5539,Tucson,Arizona,USA,5539: DVHS Cyborgs,32.22155,-110.9697571
2015,5540,Los Angeles,California,USA,5540: Lincoln High School Tigers,34.0534897,-118.2453232
2015,5541,Shakopee,Minnesota,USA,5541: Shakopee Robotics,44.7980804,-93.5266571
2015,5542,Buffalo,Minnesota,USA,5542: RoboHerd,45.1719017,-93.8747025
2015,5544,Southern Pines,North Carolina,USA,5544: SWIFT Robotics,35.1744003,-79.3914871
2015,5546,Petersburg,Virginia,USA,5546: A.R.T.,37.2281494,-77.4034805
2015,5547,Hale,Michigan,USA,5547: The Talons,44.3772316,-83.8048325
2015,5548,Yukon,Oklahoma,USA,5548: Psi Factor,35.5063019,-97.7377625
2015,5549,Falls Church,Virginia,USA,5549: Gryphons.exe,38.8854904,-77.1736221
2015,5550,Bethany,Oklahoma,USA,5550: Broncho Bots,35.5068893,-97.6298523
2015,5551,Memphis,Tennessee,USA,5551: Harding Revolution,35.1497612,-90.0492477
2015,5552,Green Bay,Wisconsin,USA,5552: SENSORED,44.5127907,-88.0101624
2015,5553,Neuville-sur-Sa(ne,Rh(ne,France,5553: Robo'lyon,45.8813019,4.82938
2015,5554,Natanya,HaMerkaz (Central),Israel,5554: The Poros,32.3432388,34.8671455
2015,5555,Warren,Michigan,USA,5555: Spartans,42.5111084,-83.0285187
2015,5556,Amesbury,Massachusetts,USA,5556: Carriagetown Robotics,42.8563614,-70.9337387
2015,5557,Miami,Florida,USA,5557: BB-R8ERS,25.7748108,-80.197731
2015,5558,Bursa,Bursa,Turkey,5558: Ad Astra,40.1843605,29.0587101
2015,5559,Camden,Michigan,USA,5559: Gear Grinders,41.7522316,-84.772171
2015,5560,Central Lake,Michigan,USA,5560: Central Lake Trobotics,45.0697784,-85.2641525
2015,5561,Flushing,Michigan,USA,5561: Raider Robotics,43.0630188,-83.8517075
2015,5562,Maple City,Michigan,USA,5562: Laker Logistics,44.8558197,-85.8673782
2015,5563,Lynn,Massachusetts,USA,5563: Phalanx,42.4636993,-70.9502182
2015,5564,Granville,New South Wales,Australia,5564: Granville Boys,-33.8333092,151.0095673
2015,5565,Auburn,New South Wales,Australia,5565: Auburn Girls,-33.8492584,151.0293427
2015,5566,Sugar Land,Texas,USA,5566: Sugar Rush,29.6329594,-95.5994492
2015,5567,Milan,Michigan,USA,5567: Code Red Robotics,42.0824242,-83.6827621
2015,5568,Bentonville,Arkansas,USA,5568: SolidRock,36.3723183,-94.2096176
2015,5569,Washington,District of Columbia,USA,5569: Tech Titans,38.8903694,-77.0319595
2015,5570,MontrTal,QuTbec,Canada,5570: Ookpik,45.5172005,-73.5498962
2015,5571,Knoxville,Tennessee,USA,5571: RATCHET,35.9604912,-83.9209137
2015,5572,San Antonio,Texas,USA,5572: ROSBOTS,29.4245796,-98.4946136
2015,5573,Ivanhoe,New South Wales,Australia,5573: Ivanhoe,-32.8973503,144.2984772
2015,5574,Grand Rapids,Michigan,USA,5574: P.A.N.T.H.E.R.S.,42.9664116,-85.6711807
2015,5575,Boyne Falls,Michigan,USA,5575: SHOCK,45.1676483,-84.916687
2015,5576,Spirit Lake,Iowa,USA,5576: Team Terminator,43.4230118,-95.1022568
2015,5577,Detroit,Michigan,USA,5577: Kinematic Wolves,42.3316803,-83.0479965
2015,5578,Oklahoma City,Oklahoma,USA,5578: Metro Mechanical Monsters,35.4720306,-97.5210724
2015,5580,Toronto,Ontario,Canada,5580: BRAEZEN KNIGHTS,43.6573982,-79.4328003
2015,5582,Sharpsburg,Georgia,USA,5582: Rex Machina,33.3365211,-84.6475296
2015,5583,Saint Louis,Missouri,USA,5583: SistamatiK,38.6277504,-90.1995621
2015,5584,Boronia,Victoria,Australia,5584: i c robotics,-37.8623581,145.285614
2015,5585,Edmeston,New York,USA,"5585: Blood, Sweat & Gears",42.6977081,-75.2445374
2015,5586,Kiel,Wisconsin,USA,5586: Bond Brigade,43.9137993,-88.0462036
2015,5587,Alexandria,Virginia,USA,5587: TC Williams High School,38.8045998,-77.0434113
2015,5588,Seattle,Washington,USA,5588: Holy Names Academy,47.603569,-122.3294525
2015,5589,Woodstock,Ontario,Canada,5589: Red Devils,43.1236992,-80.7527008
2015,5590,Buffalo,New York,USA,5590: Alumiboti,42.8854408,-78.8784637
2015,5592,Cairns,Queensland,Australia,5592: Far North Robotics,-16.91959,145.7737122
2015,5593,Hobart,Tasmania,Australia,5593: Remotely Challenged,-42.8811989,147.3320007
2015,5594,Toccoa,Georgia,USA,5594: GI Joz,34.5796204,-83.3331375
2015,5595,New Richmond,Wisconsin,USA,5595: NRHS TigerBytes,45.1221313,-92.5375824
2015,5596,Toronto,Ontario,Canada,5596: Wolverines,43.6573982,-79.4328003
2015,5597,Fort Mcmurray,Alberta,Canada,5597: RoboMaidens,56.7271996,-111.3802795
2015,5599,Bayside,New York,USA,5599: The Sentinels,40.761055,-73.7656021
2015,5601,Nanjing,Jiangsu,China,5601: Lonch Robotastic,32.0497818,118.7659836
2015,5602,Suzhou,Jiangsu,China,5602: XJTLU Team,31.3092518,120.6131973
2015,5603,Auburn,Michigan,USA,5603: Rise of the Warrior Bots,43.60289,-84.0693893
2015,5605,Qingdao,Shandong,China,5605: Running Panda,36.1104889,120.35569
2015,5606,Shenyang,Liaoning,China,5606: Red Hurricane,41.7872581,123.404007
2015,5607,Raleigh,North Carolina,USA,5607: Team Firewall,35.785511,-78.6426697
2015,5608,Marietta,Georgia,USA,5608: Lassiter Robotics,33.9531898,-84.5458832
2015,5610,Saugatuck,Michigan,USA,5610: Saugatuck Robotics,42.6552505,-86.2028885
2015,5611,Verden,Oklahoma,USA,5611: Neon Tigers,35.0863419,-98.0881195
2015,5612,Burton,Michigan,USA,5612: RoboRaptors,42.9684715,-83.6330795
2015,5613,Alamogordo,New Mexico,USA,5613: ThunderDogs,32.89925,-105.9603195
2015,5614,Holon,HaMerkaz (Central),Israel,5614: Team Sycamore,32.0735245,34.8722534
2015,5616,Fort Walton Beach,Florida,USA,5616: Green Machine,30.4042301,-86.6151505
2015,5618,Plessisville,QuTbec,Canada,5618: PLS,46.2150993,-71.7624969
2015,5619,Detroit,Michigan,USA,5619: Jaguars,42.3316803,-83.0479965
2015,5621,Edmond,Oklahoma,USA,5621: Cyberian Huskies,35.6548996,-97.4781265
2015,5622,Stanton,Michigan,USA,5622: Green Hornets,43.2925606,-85.0808868
2015,5623,Galesburg,Michigan,USA,5623: Robotic Rams,42.2889099,-85.417038
2015,5624,South Plainfield,New Jersey,USA,5624: Tiger Tech,40.5849915,-74.4172668
2015,5625,Wailuku,Hawaii,USA,5625: TrojanBots,20.8876495,-156.502243
2015,5626,Norwood Young America,Minnesota,USA,5626: Nu-matic Ninjas,44.7736015,-93.9216003
2015,5627,San Diego,California,USA,5627: prates (Pi-rates),32.7156906,-117.1617203
2015,5628,Jacksonville,Florida,USA,5628: cyborg chakra,30.3314705,-81.6562195
2015,5630,Calgary,Alberta,Canada,5630: C.R.T. Community Robotics Team,51.0452194,-114.0630188
2015,5631,Guelph,Ontario,Canada,5631: SpartanDroids,43.5172997,-80.2176971
2015,5632,Appling,Georgia,USA,5632: The Asimovians,33.5471687,-82.3164063
2015,5633,Bath,Maine,USA,5633: Hyde Phoenix,43.9130783,-69.8141708
2015,5634,Lakewood,California,USA,5634: Jesterminators,33.850029,-118.1337738
2015,5635,nes ziona,HaMerkaz (Central),Israel,5635: Demacia,31.9293003,34.7986984
2015,5636,Majd el Kurum,HaZafon (Northern),Israel,5636: MooNa,32.818161,35.3821716
2015,5637,Minneapolis,Minnesota,USA,5637: Titanium Polars,44.9790306,-93.2649307
2015,5638,Madison,Minnesota,USA,5638: Field of STEMs,45.0096817,-96.19384
2015,5639,Pharr,Texas,USA,5639: Loose Wires,26.1947899,-98.1832428
2015,5641,Byron,Michigan,USA,5641: Eagles,42.8233986,-83.9443665
2015,5642,Detroit,Michigan,USA,5642: Mumford Mustangs,42.3316803,-83.0479965
2015,5646,Tampa,Florida,USA,5646: Spider-Bots,27.9465294,-82.4592667
2015,5647,Los Angeles,California,USA,5647: BadgerBots,34.0534897,-118.2453232
2015,5648,Armadale,Victoria,Australia,5648: Melbourne RoboCats,-37.8555298,145.0208282
2015,5650,Macomb,Michigan,USA,5650: Carbonite Crusaders,42.6956482,-82.9217072
2015,5651,Atlanta,Georgia,USA,5651: Jaguar Engineers,33.7483101,-84.3911133
2015,5653,Babbitt,Minnesota,USA,5653: Iron Mosquitos,47.714489,-91.9503937
